Bug_ID,Version,Affected_File(s)
HIVE-13159,2.0.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;ql/src/test/org/apache/hadoop/hive/metastore/txn/TestTxnHandlerNoConnectionPool.java
HIVE-13151,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Cleaner.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Initiator.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/HiveEndPoint.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Cleaner.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorThread.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Initiator.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-13144,2.0.0,service/src/java/org/apache/hive/service/server/HiveServer2.java
HIVE-13141,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HiveSparkClientFactory.java
HIVE-13126,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
HIVE-13108,2.0.1,ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java
HIVE-13105,2.0.0,llap-common/src/java/org/apache/hadoop/hive/llap/security/LlapTokenIdentifier.java
HIVE-13096,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java
HIVE-13094,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRexUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveReduceExpressionsRule.java
HIVE-13083,2.1.0,orc/src/gen/protobuf-java/org/apache/orc/OrcProto.java;orc/src/java/org/apache/orc/OrcFile.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcFile.java;storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/DecimalColumnVector.java
HIVE-13082,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java
HIVE-13065,2.0.0,hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseRowSerializer.java
HIVE-13042,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java
HIVE-13039,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/FilterPredicateLeafBuilder.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestParquetRecordReaderWrapper.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/read/TestParquetFilterPredicate.java;ql/src/test/org/apache/hadoop/hive/ql/io/sarg/TestConvertAstToSearchArg.java
HIVE-13036,2.1.0,cli/src/java/org/apache/hadoop/hive/cli/OptionsProcessor.java;common/src/java/org/apache/hadoop/hive/common/cli/CommonCliOptions.java;service/src/java/org/apache/hive/service/server/HiveServer2.java
HIVE-12999,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
HIVE-12996,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-12993,2.1.0,beeline/src/java/org/apache/hive/beeline/DatabaseConnection.java;jdbc/src/java/org/apache/hive/jdbc/Utils.java
HIVE-12992,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorUtils.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ReduceSinkMapJoinProc.java
HIVE-12981,2.0.0,service/src/java/org/apache/hive/service/cli/thrift/ThriftCLIService.java
HIVE-12964,2.1.0,service/src/java/org/apache/hive/service/cli/operation/LogDivertAppender.java
HIVE-12947,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/CommonMergeJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java
HIVE-12945,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/FixedBucketPruningOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java
HIVE-12937,2.1.0,itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/TestDbNotificationListener.java;metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-12933,2.1.0,service/src/java/org/apache/hive/service/auth/PamAuthenticationProviderImpl.java
HIVE-12931,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java;llap-server/src/java/org/apache/hadoop/hive/llap/shufflehandler/ShuffleHandler.java
HIVE-12927,2.0.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/hbase/TestHBaseSchemaTool.java;metastore/src/java/org/apache/hadoop/hive/metastore/hbase/HBaseReadWrite.java
HIVE-12926,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java
HIVE-12911,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java
HIVE-12905,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/HashMapWrapper.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/HybridHashTableContainer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinBytesTableContainer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinKey.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinTableContainer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinTableContainerSerDe.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HashTableLoader.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HashTableLoader.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastHashTableLoader.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastTableContainer.java
HIVE-12904,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java
HIVE-12893,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/BucketingSortingReduceSinkOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ParseContext.java
HIVE-12879,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-12864,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/ASTNode.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SubQueryUtils.java
HIVE-12824,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
HIVE-12820,2.1.0,serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazySerDeParameters.java
HIVE-12815,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java
HIVE-12809,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorCoalesce.java
HIVE-12808,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveCalciteUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveFilterProjectTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-12800,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveFilterSetOpTransposeRule.java
HIVE-12797,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java
HIVE-12786,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-12784,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-12768,2.0.0,serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/BinarySortableSerDe.java
HIVE-12767,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;itests/hive-jmh/src/main/java/org/apache/hive/benchmark/storage/ColumnarStorageBench.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/ETypeConverter.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/DataWritableReadSupport.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetRecordReaderWrapper.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveSerDe.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetTableUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedParquetRecordReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedPrimitiveColumnReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriteSupport.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestDataWritableWriter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestVectorizedColumnReader.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/VectorizedColumnReaderTestBase.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/convert/TestETypeConverter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/serde/TestParquetTimestampUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java;common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java;common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;itests/hive-jmh/src/main/java/org/apache/hive/benchmark/storage/ColumnarStorageBench.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/MapredParquetOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/ETypeConverter.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/DataWritableReadSupport.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetRecordReaderWrapper.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetTableUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/timestamp/NanoTimeUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedParquetRecordReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedPrimitiveColumnReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriteSupport.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/write/DataWritableWriter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestDataWritableWriter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestVectorizedColumnReader.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/VectorizedColumnReaderTestBase.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/convert/TestETypeConverter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestNanoTimeUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/timestamp/TestParquetTimestampConverter.java
HIVE-12766,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java
HIVE-12762,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ProjectionPusher.java;storage-api/src/java/org/apache/hadoop/hive/ql/io/sarg/ExpressionTree.java;storage-api/src/java/org/apache/hadoop/hive/ql/io/sarg/SearchArgumentImpl.java
HIVE-12758,2.1.0,hcatalog/core/src/test/java/org/apache/hive/hcatalog/mapreduce/TestHCatMultiOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/CompilationOpContext.java;ql/src/java/org/apache/hadoop/hive/ql/Context.java;ql/src/java/org/apache/hadoop/hive/ql/Driver.java;ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/AppMasterEventOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/CollectOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsUpdateTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/CommonMergeJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ConditionalTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DemuxOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DummyStoreOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FilterOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ForwardOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableDummyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/JoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/LateralViewForwardOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/LateralViewJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/LimitOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ListSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MapOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MuxOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorFactory.java;ql/src/java/org/apache/hadoop/hive/ql/exec/OrcFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/PTFOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/RCFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SMBMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ScriptOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SelectOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SerializationUtilities.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SparkHashTableSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TableScanOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Task.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TemporaryHashSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TerminalOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TezDummyStoreOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/UDTFOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/UnionOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecDriver.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecMapper.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HashTableLoader.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HashTableLoader.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkMapRecordHandler.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorAppMasterEventOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorFileSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorFilterOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorGroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorLimitOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapJoinBaseOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapJoinOuterFilteredOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorMapOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorReduceSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorSMBMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorSelectOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorSparkHashTableSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorSparkPartitionPruningSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinCommonOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/reducesink/VectorReduceSinkCommonOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/reducesink/VectorReduceSinkLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/reducesink/VectorReduceSinkMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/reducesink/VectorReduceSinkStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java;ql/src/java/org/apache/hadoop/hive/ql/io/merge/MergeFileTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/stats/PartialScanTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/truncate/ColumnTruncateTask.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/AbstractSMBJoinProc.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/DynamicPartitionPruningOptimization.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRTableScan1.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/GroupByOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ReduceSinkMapJoinProc.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/SimpleFetchAggregation.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/SimpleFetchOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/SkewJoinOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/HiveGBOpConvUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/HiveOpConverter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/QueryPlanTreeTransformation.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/CommonJoinTaskDispatcher.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/GenMRSkewJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/GenSparkSkewJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LocalMapJoinProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SparkReduceSinkMapJoinProc.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc/UnionProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ExplainSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ProcessAnalyzeTable.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkWork.java;ql/src/java/org/apache/hadoop/hive/ql/parse/spark/SparkPartitionPruningSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/parse/spark/SparkProcessAnalyzeTable.java;ql/src/java/org/apache/hadoop/hive/ql/plan/BaseWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ColumnStatsWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/FetchWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MapredWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/UnionWork.java;ql/src/java/org/apache/hadoop/hive/ql/ppd/OpProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/ppd/PredicateTransitivePropagate.java;ql/src/java/org/apache/hadoop/hive/ql/ppd/SyntheticJoinPredicate.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestExecDriver.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestFileSinkOperator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestOperators.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestPlan.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/TestVectorFilterOperator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/TestVectorGroupByOperator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/TestVectorLimitOperator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/TestVectorSelectOperator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/util/FakeCaptureOutputOperator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/util/FakeVectorDataSourceOperator.java;ql/src/test/org/apache/hadoop/hive/ql/optimizer/physical/TestVectorizer.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestGenTezWork.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestUpdateDeleteSemanticAnalyzer.java;ql/src/test/org/apache/hadoop/hive/ql/testutil/BaseScalarUdfTest.java
